event_id,event_name,user_id,anonymous_id,sent_at,received_at,properties
evt_000382,product_viewed,user_228,anon_228,2026-09-02 17:04:00,2026-09-02 17:04:05,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000383,purchase,user_228,anon_228,2026-09-02 19:34:00,2026-09-02 19:34:04,"{""order_id"": ""ORD59699"", ""amount"": 524.79}"
evt_000384,page_view,user_228,anon_228,2026-09-02 20:25:00,2026-09-02 20:25:05,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000385,product_viewed,,anon_238,2026-09-05 14:30:00,2026-09-05 14:30:03,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000386,product_viewed,,anon_238,2026-09-05 14:39:00,2026-09-05 14:39:02,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000387,product_viewed,,anon_238,2026-09-05 15:02:00,2026-09-05 15:02:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000388,product_viewed,,anon_238,2026-09-05 15:38:00,2026-09-05 15:38:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000389,page_view,,anon_238,2026-09-05 15:49:00,2026-09-05 15:49:04,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000390,page_view,,anon_132,2026-08-21 10:50:00,2026-08-21 10:50:05,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000391,product_viewed,,anon_132,2026-08-21 11:42:00,2026-08-21 11:42:01,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000392,page_view,,anon_132,2026-08-21 11:52:00,2026-08-21 11:52:02,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000393,product_viewed,,anon_132,2026-08-21 12:33:00,2026-08-21 12:33:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000394,product_viewed,,anon_132,2026-08-21 12:51:00,2026-08-21 12:51:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000395,product_viewed,,anon_101,2026-09-08 13:47:00,2026-09-08 13:47:03,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000396,page_view,,anon_101,2026-09-08 14:01:00,2026-09-08 14:01:05,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000397,identify,user_101,anon_101,2026-09-08 14:05:00,2026-09-08 14:05:03,"{""email"": ""user101@example.com"", ""name"": ""User 101""}"
evt_000398,product_viewed,user_101,anon_101,2026-09-08 14:16:00,2026-09-08 14:16:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000399,add_to_cart,user_101,anon_101,2026-09-08 15:22:00,2026-09-08 15:22:03,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000400,purchase,user_101,anon_101,2026-09-08 17:08:00,2026-09-08 17:08:01,"{""order_id"": ""ORD33660"", ""amount"": 1182.62}"
evt_000401,purchase,user_101,anon_101,2026-09-08 19:40:00,2026-09-08 19:40:04,"{""order_id"": ""ORD11263"", ""amount"": 676.91}"
evt_000402,product_viewed,,anon_074,2026-09-01 13:31:00,2026-09-01 13:31:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000403,product_viewed,,anon_074,2026-09-01 13:51:00,2026-09-01 13:51:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000404,page_view,,anon_074,2026-09-01 14:32:00,2026-09-01 14:32:02,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000405,product_viewed,,anon_074,2026-09-01 15:23:00,2026-09-01 15:23:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000406,product_viewed,,anon_074,2026-09-01 16:01:00,2026-09-01 16:01:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000407,identify,user_074,anon_074,2026-09-01 16:18:00,2026-09-01 16:18:02,"{""email"": ""user74@example.com"", ""name"": ""User 74""}"
evt_000408,purchase,user_074,anon_074,2026-09-01 16:19:00,2026-09-01 16:19:03,"{""order_id"": ""ORD40740"", ""amount"": 1373.14}"
evt_000409,add_to_cart,user_074,anon_074,2026-09-01 17:14:00,2026-09-01 17:14:01,"{""product_id"": ""P100"", ""quantity"": 1}"
evt_000410,purchase,user_074,anon_074,2026-09-01 19:12:00,2026-09-01 19:12:03,"{""order_id"": ""ORD97769"", ""amount"": 55.83}"
evt_000411,purchase,user_074,anon_074,2026-09-01 19:48:00,2026-09-01 19:48:01,"{""order_id"": ""ORD40062"", ""amount"": 1158.69}"
evt_000412,product_viewed,user_074,anon_074,2026-09-01 21:19:00,2026-09-01 21:19:03,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000413,page_view,user_074,anon_074,2026-09-01 23:23:00,2026-09-01 23:23:05,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000414,product_viewed,,anon_059,2026-08-26 17:37:00,2026-08-26 17:37:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000415,page_view,,anon_059,2026-08-26 17:55:00,2026-08-26 17:55:01,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000416,identify,user_059,anon_059,2026-08-26 18:08:00,2026-08-26 18:08:02,"{""email"": ""user59@example.com"", ""name"": ""User 59""}"
evt_000417,product_viewed,user_059,anon_059,2026-08-26 18:19:00,2026-08-26 18:19:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000418,add_to_cart,user_059,anon_059,2026-08-26 20:09:00,2026-08-26 20:09:01,"{""product_id"": ""P400"", ""quantity"": 4}"
evt_000419,product_viewed,,anon_150,2026-09-07 10:41:00,2026-09-07 10:41:03,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000420,page_view,,anon_192,2026-08-26 11:18:00,2026-08-26 11:18:04,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000421,product_viewed,,anon_192,2026-08-26 11:27:00,2026-08-26 11:27:02,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000422,product_viewed,,anon_192,2026-08-26 12:12:00,2026-08-26 12:12:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000423,page_view,,anon_192,2026-08-26 12:31:00,2026-08-26 12:31:01,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000424,page_view,,anon_192,2026-08-26 13:23:00,2026-08-26 13:23:02,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000425,identify,user_192,anon_192,2026-08-26 14:14:00,2026-08-26 14:14:05,"{""email"": ""user192@example.com"", ""name"": ""User 192""}"
evt_000426,add_to_cart,user_192,anon_192,2026-08-26 14:40:00,2026-08-26 14:40:02,"{""product_id"": ""P200"", ""quantity"": 3}"
evt_000427,product_viewed,user_192,anon_192,2026-08-26 15:23:00,2026-08-26 15:23:01,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000428,add_to_cart,user_192,anon_192,2026-08-26 16:48:00,2026-08-26 16:48:05,"{""product_id"": ""P400"", ""quantity"": 3}"
evt_000429,page_view,user_192,anon_192,2026-08-26 19:46:00,2026-08-26 19:46:05,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000430,product_viewed,user_192,anon_192,2026-08-26 22:15:00,2026-08-26 22:15:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000431,page_view,,anon_228,2026-08-20 11:58:00,2026-08-20 11:58:01,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000432,page_view,,anon_228,2026-08-20 12:45:00,2026-08-20 12:45:05,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000433,identify,user_228,anon_228,2026-08-20 13:31:00,2026-08-20 13:31:01,"{""email"": ""user228@example.com"", ""name"": ""User 228""}"
evt_000434,page_view,user_228,anon_228,2026-08-20 13:47:00,2026-08-20 13:47:04,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000435,product_viewed,,anon_095,2026-09-08 17:37:00,2026-09-08 17:37:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000436,identify,user_095,anon_095,2026-09-08 18:10:00,2026-09-08 18:10:01,"{""email"": ""user95@example.com"", ""name"": ""User 95""}"
evt_000437,page_view,user_095,anon_095,2026-09-08 18:36:00,2026-09-08 18:36:04,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000438,page_view,user_095,anon_095,2026-09-08 18:49:00,2026-09-08 18:49:01,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000439,add_to_cart,user_095,anon_095,2026-09-08 21:07:00,2026-09-08 21:07:03,"{""product_id"": ""P200"", ""quantity"": 1}"
evt_000440,product_viewed,user_095,anon_095,2026-09-08 23:19:00,2026-09-08 23:19:01,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000441,page_view,user_095,anon_095,2026-09-09 01:58:00,2026-09-09 01:58:02,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000442,page_view,,anon_183,2026-09-06 16:01:00,2026-09-06 16:01:03,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000443,page_view,,anon_183,2026-09-06 16:19:00,2026-09-06 16:19:03,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000444,page_view,,anon_183,2026-09-06 17:05:00,2026-09-06 17:05:01,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000445,page_view,,anon_183,2026-09-06 17:13:00,2026-09-06 17:13:03,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000446,identify,user_183,anon_183,2026-09-06 17:30:00,2026-09-06 17:30:01,"{""email"": ""user183@example.com"", ""name"": ""User 183""}"
evt_000447,add_to_cart,user_183,anon_183,2026-09-06 17:36:00,2026-09-06 17:36:03,"{""product_id"": ""P100"", ""quantity"": 3}"
evt_000448,page_view,user_183,anon_183,2026-09-06 19:55:00,2026-09-06 19:55:03,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000449,product_viewed,user_183,anon_183,2026-09-06 21:04:00,2026-09-06 21:04:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000450,product_viewed,user_183,anon_183,2026-09-06 21:10:00,2026-09-06 21:10:03,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000451,product_viewed,,anon_074,2026-08-31 10:52:00,2026-08-31 10:52:02,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000452,product_viewed,,anon_074,2026-08-31 11:23:00,2026-08-31 11:23:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000453,page_view,,anon_074,2026-08-31 11:53:00,2026-08-31 11:53:03,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000454,page_view,,anon_074,2026-08-31 12:18:00,2026-08-31 12:18:03,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000455,identify,user_074,anon_074,2026-08-31 12:49:00,2026-08-31 12:49:05,"{""email"": ""user74@example.com"", ""name"": ""User 74""}"
evt_000456,purchase,user_074,anon_074,2026-08-31 13:18:00,2026-08-31 13:18:01,"{""order_id"": ""ORD59719"", ""amount"": 691.02}"
evt_000457,add_to_cart,user_074,anon_074,2026-08-31 15:30:00,2026-08-31 15:30:01,"{""product_id"": ""P100"", ""quantity"": 1}"
evt_000458,add_to_cart,user_074,anon_074,2026-08-31 18:14:00,2026-08-31 18:14:04,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000459,product_viewed,user_074,anon_074,2026-08-31 20:34:00,2026-08-31 20:34:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000460,product_viewed,user_074,anon_074,2026-08-31 23:26:00,2026-08-31 23:26:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000461,page_view,,anon_202,2026-09-04 11:37:00,2026-09-04 11:37:03,"{""page"": ""products"", ""device"": ""tablet""}"
evt_000462,page_view,,anon_202,2026-09-04 11:39:00,2026-09-04 11:39:04,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000463,identify,user_202,anon_202,2026-09-04 11:41:00,2026-09-04 11:41:05,"{""email"": ""user202@example.com"", ""name"": ""User 202""}"
evt_000464,page_view,user_202,anon_202,2026-09-04 12:02:00,2026-09-04 12:02:01,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000465,page_view,user_202,anon_202,2026-09-04 14:52:00,2026-09-04 14:52:04,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000466,purchase,user_202,anon_202,2026-09-04 16:00:00,2026-09-04 16:00:04,"{""order_id"": ""ORD75105"", ""amount"": 549.58}"
evt_000467,add_to_cart,user_202,anon_202,2026-09-04 17:00:00,2026-09-04 17:00:05,"{""product_id"": ""P200"", ""quantity"": 4}"
evt_000468,add_to_cart,user_202,anon_202,2026-09-04 17:51:00,2026-09-04 17:51:02,"{""product_id"": ""P200"", ""quantity"": 2}"
evt_000469,page_view,,anon_244,2026-08-20 17:04:00,2026-08-20 17:04:03,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000470,page_view,,anon_244,2026-08-20 17:17:00,2026-08-20 17:17:04,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000471,product_viewed,,anon_244,2026-08-20 18:08:00,2026-08-20 18:08:04,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000472,product_viewed,,anon_244,2026-08-20 18:59:00,2026-08-20 18:59:04,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000473,identify,user_244,anon_244,2026-08-20 19:54:00,2026-08-20 19:54:03,"{""email"": ""user244@example.com"", ""name"": ""User 244""}"
evt_000474,page_view,user_244,anon_244,2026-08-20 20:03:00,2026-08-20 20:03:04,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000475,purchase,user_244,anon_244,2026-08-20 22:40:00,2026-08-20 22:40:03,"{""order_id"": ""ORD74159"", ""amount"": 971.96}"
evt_000476,add_to_cart,user_244,anon_244,2026-08-20 22:50:00,2026-08-20 22:50:03,"{""product_id"": ""P400"", ""quantity"": 1}"
evt_000477,purchase,user_244,anon_244,2026-08-21 00:21:00,2026-08-21 00:21:02,"{""order_id"": ""ORD78235"", ""amount"": 917.5}"
evt_000478,add_to_cart,user_244,anon_244,2026-08-21 01:03:00,2026-08-21 01:03:04,"{""product_id"": ""P100"", ""quantity"": 3}"
evt_000479,page_view,,anon_174,2026-08-29 13:07:00,2026-08-29 13:07:05,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000480,page_view,,anon_174,2026-08-29 13:48:00,2026-08-29 13:48:05,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000481,page_view,,anon_174,2026-08-29 14:05:00,2026-08-29 14:05:01,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000482,page_view,,anon_040,2026-09-07 16:50:00,2026-09-07 16:50:04,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000483,product_viewed,,anon_040,2026-09-07 17:38:00,2026-09-07 17:38:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000484,identify,user_040,anon_040,2026-09-07 18:34:00,2026-09-07 18:34:05,"{""email"": ""user40@example.com"", ""name"": ""User 40""}"
evt_000485,add_to_cart,user_040,anon_040,2026-09-07 18:58:00,2026-09-07 18:58:04,"{""product_id"": ""P400"", ""quantity"": 2}"
evt_000486,purchase,user_040,anon_040,2026-09-07 19:09:00,2026-09-07 19:09:04,"{""order_id"": ""ORD56174"", ""amount"": 852.09}"
evt_000487,add_to_cart,user_040,anon_040,2026-09-07 19:55:00,2026-09-07 19:55:04,"{""product_id"": ""P100"", ""quantity"": 4}"
evt_000488,page_view,,anon_011,2026-08-31 12:02:00,2026-08-31 12:02:05,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000489,product_viewed,,anon_011,2026-08-31 12:25:00,2026-08-31 12:25:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000490,identify,user_011,anon_011,2026-08-31 12:54:00,2026-08-31 12:54:04,"{""email"": ""user11@example.com"", ""name"": ""User 11""}"
evt_000491,purchase,user_011,anon_011,2026-08-31 12:56:00,2026-08-31 12:56:04,"{""order_id"": ""ORD66163"", ""amount"": 694.86}"
evt_000492,add_to_cart,user_011,anon_011,2026-08-31 14:09:00,2026-08-31 14:09:03,"{""product_id"": ""P100"", ""quantity"": 3}"
evt_000493,add_to_cart,user_011,anon_011,2026-08-31 14:41:00,2026-08-31 14:41:03,"{""product_id"": ""P100"", ""quantity"": 3}"
evt_000494,product_viewed,,anon_008,2026-08-20 10:34:00,2026-08-20 10:34:04,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000495,product_viewed,,anon_008,2026-08-20 11:18:00,2026-08-20 11:18:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000496,page_view,,anon_008,2026-08-20 11:47:00,2026-08-20 11:47:02,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000497,page_view,,anon_008,2026-08-20 12:19:00,2026-08-20 12:19:02,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000498,identify,user_008,anon_008,2026-08-20 12:29:00,2026-08-20 12:29:05,"{""email"": ""user8@example.com"", ""name"": ""User 8""}"
evt_000499,add_to_cart,user_008,anon_008,2026-08-20 12:46:00,2026-08-20 12:46:04,"{""product_id"": ""P300"", ""quantity"": 1}"
evt_000500,purchase,user_008,anon_008,2026-08-20 14:11:00,2026-08-20 14:11:02,"{""order_id"": ""ORD20274"", ""amount"": 711.03}"
evt_000501,add_to_cart,user_008,anon_008,2026-08-20 14:26:00,2026-08-20 14:26:01,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000502,page_view,user_008,anon_008,2026-08-20 14:52:00,2026-08-20 14:52:04,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000503,page_view,user_008,anon_008,2026-08-20 15:11:00,2026-08-20 15:11:02,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000504,product_viewed,user_008,anon_008,2026-08-20 16:41:00,2026-08-20 16:41:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000505,page_view,user_008,anon_008,2026-08-20 18:08:00,2026-08-20 18:08:05,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000506,add_to_cart,user_008,anon_008,2026-08-20 18:11:00,2026-08-20 18:11:04,"{""product_id"": ""P400"", ""quantity"": 2}"
evt_000507,page_view,,anon_073,2026-08-20 11:43:00,2026-08-20 11:43:04,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000508,page_view,,anon_073,2026-08-20 12:06:00,2026-08-20 12:06:03,"{""page"": ""about"", ""device"": ""mobile""}"
evt_000509,page_view,,anon_073,2026-08-20 12:59:00,2026-08-20 12:59:02,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000510,product_viewed,,anon_073,2026-08-20 13:27:00,2026-08-20 13:27:05,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000511,page_view,,anon_073,2026-08-20 14:03:00,2026-08-20 14:03:05,"{""page"": ""home"", ""device"": ""tablet""}"
evt_000512,identify,user_073,anon_073,2026-08-20 14:50:00,2026-08-20 14:50:05,"{""email"": ""user73@example.com"", ""name"": ""User 73""}"
evt_000513,purchase,user_073,anon_073,2026-08-20 14:57:00,2026-08-20 14:57:03,"{""order_id"": ""ORD61946"", ""amount"": 121.47}"
evt_000514,add_to_cart,user_073,anon_073,2026-08-20 15:25:00,2026-08-20 15:25:04,"{""product_id"": ""P400"", ""quantity"": 3}"
evt_000515,add_to_cart,user_073,anon_073,2026-08-20 16:03:00,2026-08-20 16:03:02,"{""product_id"": ""P400"", ""quantity"": 4}"
evt_000516,page_view,user_073,anon_073,2026-08-20 17:59:00,2026-08-20 17:59:04,"{""page"": ""pricing"", ""device"": ""mobile""}"
evt_000517,product_viewed,user_073,anon_073,2026-08-20 20:30:00,2026-08-20 20:30:03,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000518,add_to_cart,user_073,anon_073,2026-08-20 22:06:00,2026-08-20 22:06:01,"{""product_id"": ""P300"", ""quantity"": 4}"
evt_000519,product_viewed,,anon_068,2026-09-02 10:41:00,2026-09-02 10:41:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000520,page_view,,anon_068,2026-09-02 11:21:00,2026-09-02 11:21:03,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000521,identify,user_068,anon_068,2026-09-02 12:16:00,2026-09-02 12:16:03,"{""email"": ""user68@example.com"", ""name"": ""User 68""}"
evt_000522,purchase,user_068,anon_068,2026-09-02 12:46:00,2026-09-02 12:46:01,"{""order_id"": ""ORD73964"", ""amount"": 135.7}"
evt_000523,page_view,user_068,anon_068,2026-09-02 15:44:00,2026-09-02 15:44:03,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000524,add_to_cart,user_068,anon_068,2026-09-02 17:03:00,2026-09-02 17:03:03,"{""product_id"": ""P200"", ""quantity"": 1}"
evt_000525,page_view,user_068,anon_068,2026-09-02 19:10:00,2026-09-02 19:10:02,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000526,purchase,user_068,anon_068,2026-09-02 21:16:00,2026-09-02 21:16:02,"{""order_id"": ""ORD35837"", ""amount"": 807.56}"
evt_000527,product_viewed,user_068,anon_068,2026-09-02 21:47:00,2026-09-02 21:47:01,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000528,purchase,user_068,anon_068,2026-09-02 23:01:00,2026-09-02 23:01:05,"{""order_id"": ""ORD45712"", ""amount"": 253.59}"
evt_000529,page_view,user_068,anon_068,2026-09-02 23:56:00,2026-09-02 23:56:01,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000530,product_viewed,,anon_068,2026-09-03 17:06:00,2026-09-03 17:06:02,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000531,product_viewed,,anon_068,2026-09-03 17:30:00,2026-09-03 17:30:03,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000532,identify,user_068,anon_068,2026-09-03 17:55:00,2026-09-03 17:55:05,"{""email"": ""user68@example.com"", ""name"": ""User 68""}"
evt_000533,add_to_cart,user_068,anon_068,2026-09-03 17:59:00,2026-09-03 17:59:03,"{""product_id"": ""P300"", ""quantity"": 3}"
evt_000534,product_viewed,user_068,anon_068,2026-09-03 18:27:00,2026-09-03 18:27:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000535,product_viewed,user_068,anon_068,2026-09-03 20:40:00,2026-09-03 20:40:03,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000536,page_view,user_068,anon_068,2026-09-03 22:26:00,2026-09-03 22:26:04,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000537,page_view,,anon_154,2026-09-08 11:15:00,2026-09-08 11:15:02,"{""page"": ""checkout"", ""device"": ""mobile""}"
evt_000538,product_viewed,,anon_154,2026-09-08 11:44:00,2026-09-08 11:44:04,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000539,page_view,,anon_154,2026-09-08 12:24:00,2026-09-08 12:24:01,"{""page"": ""about"", ""device"": ""desktop""}"
evt_000540,page_view,,anon_154,2026-09-08 12:40:00,2026-09-08 12:40:01,"{""page"": ""home"", ""device"": ""desktop""}"
evt_000541,product_viewed,,anon_154,2026-09-08 12:42:00,2026-09-08 12:42:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000542,identify,user_154,anon_154,2026-09-08 13:37:00,2026-09-08 13:37:01,"{""email"": ""user154@example.com"", ""name"": ""User 154""}"
evt_000543,page_view,user_154,anon_154,2026-09-08 13:50:00,2026-09-08 13:50:03,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000544,add_to_cart,user_154,anon_154,2026-09-08 14:43:00,2026-09-08 14:43:02,"{""product_id"": ""P300"", ""quantity"": 1}"
evt_000545,product_viewed,user_154,anon_154,2026-09-08 16:15:00,2026-09-08 16:15:04,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000546,purchase,user_154,anon_154,2026-09-08 16:21:00,2026-09-08 16:21:02,"{""order_id"": ""ORD66641"", ""amount"": 807.26}"
evt_000547,purchase,user_154,anon_154,2026-09-08 17:14:00,2026-09-08 17:14:01,"{""order_id"": ""ORD59312"", ""amount"": 562.44}"
evt_000548,product_viewed,,anon_166,2026-08-25 11:18:00,2026-08-25 11:18:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000549,page_view,,anon_166,2026-08-25 11:55:00,2026-08-25 11:55:03,"{""page"": ""pricing"", ""device"": ""desktop""}"
evt_000550,page_view,,anon_166,2026-08-25 12:33:00,2026-08-25 12:33:02,"{""page"": ""home"", ""device"": ""mobile""}"
evt_000551,product_viewed,,anon_166,2026-08-25 13:11:00,2026-08-25 13:11:05,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000552,identify,user_166,anon_166,2026-08-25 13:44:00,2026-08-25 13:44:05,"{""email"": ""user166@example.com"", ""name"": ""User 166""}"
evt_000553,product_viewed,user_166,anon_166,2026-08-25 14:04:00,2026-08-25 14:04:03,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000554,page_view,user_166,anon_166,2026-08-25 15:28:00,2026-08-25 15:28:01,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000555,page_view,user_166,anon_166,2026-08-25 17:56:00,2026-08-25 17:56:03,"{""page"": ""checkout"", ""device"": ""desktop""}"
evt_000556,page_view,,anon_161,2026-08-27 16:49:00,2026-08-27 16:49:04,"{""page"": ""pricing"", ""device"": ""tablet""}"
evt_000557,page_view,,anon_161,2026-08-27 17:33:00,2026-08-27 17:33:03,"{""page"": ""products"", ""device"": ""desktop""}"
evt_000558,identify,user_161,anon_161,2026-08-27 18:14:00,2026-08-27 18:14:02,"{""email"": ""user161@example.com"", ""name"": ""User 161""}"
evt_000559,product_viewed,user_161,anon_161,2026-08-27 18:23:00,2026-08-27 18:23:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000560,purchase,user_161,anon_161,2026-08-27 21:07:00,2026-08-27 21:07:04,"{""order_id"": ""ORD48252"", ""amount"": 1276.23}"
evt_000561,product_viewed,user_161,anon_161,2026-08-27 23:27:00,2026-08-27 23:27:04,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000562,product_viewed,,anon_083,2026-09-06 13:28:00,2026-09-06 13:28:05,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000563,page_view,,anon_083,2026-09-06 14:25:00,2026-09-06 14:25:05,"{""page"": ""products"", ""device"": ""mobile""}"
evt_000564,page_view,,anon_083,2026-09-06 15:20:00,2026-09-06 15:20:01,"{""page"": ""about"", ""device"": ""tablet""}"
evt_000565,page_view,,anon_083,2026-09-06 15:22:00,2026-09-06 15:22:01,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000566,product_viewed,,anon_083,2026-09-06 16:20:00,2026-09-06 16:20:02,"{""product_id"": ""P400"", ""product_name"": ""Keyboard""}"
evt_000567,identify,user_083,anon_083,2026-09-06 16:33:00,2026-09-06 16:33:02,"{""email"": ""user83@example.com"", ""name"": ""User 83""}"
evt_000568,product_viewed,user_083,anon_083,2026-09-06 16:40:00,2026-09-06 16:40:02,"{""product_id"": ""P200"", ""product_name"": ""Phone""}"
evt_000569,product_viewed,user_083,anon_083,2026-09-06 18:41:00,2026-09-06 18:41:05,"{""product_id"": ""P100"", ""product_name"": ""Laptop""}"
evt_000570,product_viewed,,anon_140,2026-08-23 17:16:00,2026-08-23 17:16:01,"{""product_id"": ""P300"", ""product_name"": ""Monitor""}"
evt_000571,page_view,,anon_140,2026-08-23 17:33:00,2026-08-23 17:33:01,"{""page"": ""checkout"", ""device"": ""tablet""}"
evt_000572,identify,user_140,anon_140,2026-08-23 18:26:00,2026-08-23 18:26:03,"{""email"": ""user140@example.com"", ""name"": ""User 140""}"
